PUBCHEM_SID,hERG inhibition (%) at 1uM,hERG inhibition (%) at 10uM,SMILES_unique_largest_fragment,SMILES_Original
85149000,6.4067,-6.76382,Cc1ccc(CNC(=O)c2cccc3c2C(=O)c2ccc(cc2S3(=O)=O)N2CCCCC2)cc1,CC1=CC=C(CNC(=O)C2=C3C(=O)C4=C(C=C(C=C4)N4CCCCC4)S(=O)(=O)C3=CC=C2)C=C1
85148997,15.3855,9.27958,OC(=O)c1cccc2c1C(=O)c1ccc(cc1S2(=O)=O)N1CCCCC1,OC(=O)C1=C2C(=O)C3=C(C=C(C=C3)N3CCCCC3)S(=O)(=O)C2=CC=C1
85148996,18.7165,9.93838,OC(=O)c1cccc2c1C(=O)c1ccc(cc1S2(=O)=O)N1CCCC1,OC(=O)C1=C2C(=O)C3=C(C=C(C=C3)N3CCCC3)S(=O)(=O)C2=CC=C1
85148984,-1.2693,-38.85352,Clc1ccc2C(=O)c3ccc(cc3S(=O)(=O)c2c1)C(=O)NCC1CC1,ClC1=CC2=C(C=C1)C(=O)C1=C(C=C(C=C1)C(=O)NCC1CC1)S2(=O)=O
85148983,14.0889,-14.77282,Fc1ccc(CNC(=O)c2cccc3c2C(=O)c2ccc(cc2S3(=O)=O)N2CCOCC2)cc1,FC1=CC=C(CNC(=O)C2=C3C(=O)C4=C(C=C(C=C4)N4CCOCC4)S(=O)(=O)C3=CC=C2)C=C1
85148978,0.583499999999994,-7.50472,Clc1ccc2C(=O)c3ccc(cc3S(=O)(=O)c2c1)C(=O)NCc1ccccc1,ClC1=CC2=C(C=C1)C(=O)C1=C(C=C(C=C1)C(=O)NCC1=CC=CC=C1)S2(=O)=O
85148977,12.6378,3.16538,CC(C)(C)CNC(=O)c1ccc2C(=O)c3ccc(Cl)cc3S(=O)(=O)c2c1,CC(C)(C)CNC(=O)C1=CC2=C(C=C1)C(=O)C1=C(C=C(Cl)C=C1)S2(=O)=O
85148975,5.592,8.41968,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1)c1ccc(OCc2ccccc2)cc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1
85148974,16.288,7.11208,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(OC)c(OC)c1)c1ccc(OCc2ccccc2)cc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(OC)=C(OC)C=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1
85148972,-0.509200000000007,-21.81912,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)N(C)C)c1ccc(OCc2ccccc2)cc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)N(C)C)C1=CC=C(OCC2=CC=CC=C2)C=C1
85148971,2.0325,8.10288,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cccc(c1)C(F)(F)F)c1ccc(OCc2ccccc2)cc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(=CC=C1)C(F)(F)F)C1=CC=C(OCC2=CC=CC=C2)C=C1
85148970,13.5776,4.95918,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCc1ccccc1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCC1=CC=CC=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148969,13.3017,13.62218,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCc1ccc(F)cc1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCC1=CC=C(F)C=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148968,13.3725,2.18278,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC1CCN(Cc2ccccc2)CC1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC1CCN(CC2=CC=CC=C2)CC1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148967,16.6659,19.38668,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc2[nH]ccc2c1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC2=C(NC=C2)C=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148966,13.2819,7.90488,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCN1CCOCC1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCN1CCOCC1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148965,22.7893,22.00838,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cccc(F)c1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(F)=CC=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148964,14.5595,7.03688,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(Cl)cc1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(Cl)C=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148963,10.7955,7.41938,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1OC)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1OC)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148962,15.7684,2.72218,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cccc(OC)c1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(OC)=CC=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148961,11.1102,7.82258,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(OC)cc1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(OC)C=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148959,12.3839,10.77258,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NNCc1ccccc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NNCC1=CC=CC=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148958,10.5706,12.63488,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1OC)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1OC)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148957,9.7126,9.54428,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1C(F)(F)F)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1C(F)(F)F)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148956,10.8979,16.09058,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc2[nH]ccc2c1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC2=C(NC=C2)C=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148955,14.3007,9.68068,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(OC)cc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(OC)C=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148954,14.896,14.38008,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(Cl)cc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(Cl)C=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148953,10.3293,-13.44832,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCc1ccc(F)cc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCC1=CC=C(F)C=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148952,14.4233,9.01148,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cccc(F)c1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(F)=CC=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148951,14.6654,-40.17732,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC1CCN(Cc2ccccc2)CC1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC1CCN(CC2=CC=CC=C2)CC1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148950,12.1534,-7.92742,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCOC(C)C)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCOC(C)C)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148949,4.97049999999999,-8.15332,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOc1ccc(OC)cc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOC1=CC=C(OC)C=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148948,7.89659999999999,5.83308,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOc1ccccc1Cl)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOC1=CC=CC=C1Cl)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148947,10.7384,9.98648,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOc1ccccc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOC1=CC=CC=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148946,10.4606,-9.45922,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCN1CCOCC1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCN1CCOCC1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148945,10.4539,-4.89382,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cc(C)oc1C(F)(F)F)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=C(OC(C)=C1)C(F)(F)F)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148944,7.1063,-6.16122,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCc1ccccc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCC1=CC=CC=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148943,8.65339999999999,7.63698,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cccc(OC)c1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(OC)=CC=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148942,17.7291,-0.060019999999998,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(F)cc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(F)C=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148941,15.1749,6.07908,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148940,15.2633,5.75288,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(OC)c(OC)c1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(OC)=C(OC)C=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148939,14.202,1.06098,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)[N+]([O-])=O)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)[N+]([O-])=O)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148938,11.1184,15.58738,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)N(C)C)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)N(C)C)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148937,15.2378,19.31568,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(Br)cc1)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(Br)C=C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148936,11.5854,-1.80472,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)C(C)(C)C)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)C(C)(C)C)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148935,19.3133,19.62468,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cccc(c1)C(F)(F)F)c1cccc(OCc2ccccc2)c1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(=CC=C1)C(F)(F)F)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148934,14.1605,-6.17662,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(OC)cc1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(OC)C=C1)C1=CC=CC=C1OCC1=CC=CC=C1
85148933,19.2711,18.86768,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(Cl)cc1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(Cl)C=C1)C1=CC=CC=C1OCC1=CC=CC=C1
85148932,11.3908,5.48768,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCc1ccc(F)cc1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCC1=CC=C(F)C=C1)C1=CC=CC=C1OCC1=CC=CC=C1
85148931,9.7847,9.85838,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cccc(F)c1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(F)=CC=C1)C1=CC=CC=C1OCC1=CC=CC=C1
85148930,13.18,-21.60482,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC1CCN(Cc2ccccc2)CC1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC1CCN(CC2=CC=CC=C2)CC1)C1=CC=CC=C1OCC1=CC=CC=C1
85148929,10.5869,-12.90422,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCOC(C)C)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCOC(C)C)C1=CC=CC=C1OCC1=CC=CC=C1
85148928,15.3638,12.86068,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOc1ccc(OC)cc1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOC1=CC=C(OC)C=C1)C1=CC=CC=C1OCC1=CC=CC=C1
85148927,15.0225,21.17718,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOc1ccccc1Cl)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCOC1=CC=CC=C1Cl)C1=CC=CC=C1OCC1=CC=CC=C1
85148925,11.4044,1.62238,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCN1CCOCC1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCN1CCOCC1)C1=CC=CC=C1OCC1=CC=CC=C1
85148924,12.7505,-4.60532,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)C(F)(F)F)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1OCC1=CC=CC=C1
85148923,17.555,-5.95442,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(F)cc1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(F)C=C1)C1=CC=CC=C1OCC1=CC=CC=C1
85148922,-4.01700000000001,-20.97052,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1)C1=CC=CC=C1OCC1=CC=CC=C1
85148921,11.1622,-0.237419999999997,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(OC)c(OC)c1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(OC)=C(OC)C=C1)C1=CC=CC=C1OCC1=CC=CC=C1
85148920,1.5398,-48.94912,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)[N+]([O-])=O)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1OCC1=CC=CC=C1
85148919,19.77102,10.92588,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)N(C)C)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)N(C)C)C1=CC=CC=C1OCC1=CC=CC=C1
85148918,11.8259,6.55438,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(Br)cc1)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(Br)C=C1)C1=CC=CC=C1OCC1=CC=CC=C1
85148917,12.7818,8.59478,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)C(C)(C)C)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)C(C)(C)C)C1=CC=CC=C1OCC1=CC=CC=C1
85148916,11.65,1.18138,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cccc(c1)C(F)(F)F)c1ccccc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1OCC1=CC=CC=C1
85148915,0.734899999999996,-10.92152,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)[N+]([O-])=O)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)[N+]([O-])=O)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148914,12.208,5.50178,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)N(C)C)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)N(C)C)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148913,17.7185,10.72768,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(cc1)C(C)(C)C)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C=C1)C(C)(C)C)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148912,9.70589999999999,-2.12512,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(OC)c(OC)c1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(OC)=C(OC)C=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148911,4.62379999999999,11.42478,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1cccc(c1)C(F)(F)F)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC(=CC=C1)C(F)(F)F)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148910,16.3658,20.86828,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1C(F)(F)F)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1C(F)(F)F)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148909,10.6747,12.31688,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1Cl)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1Cl)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148908,8.06959999999999,-1.03132,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148907,6.7172,5.03128,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccccc1Br)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=CC=C1Br)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148906,18.1312,19.17688,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(Br)cc1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(Br)C=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148905,12.6252,12.12668,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCc1ccc(C)cc1)c1ccc(F)cc1OCc1ccccc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCC1=CC=C(C)C=C1)C1=C(OCC2=CC=CC=C2)C=C(F)C=C1
85148904,11.7761,-1.05762,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC1CCN(Cc2ccccc2)CC1)c1ccc(OCc2ccccc2)cc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NC1CCN(CC2=CC=CC=C2)CC1)C1=CC=C(OCC2=CC=CC=C2)C=C1
85148902,12.1505,7.71088,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCc1ccccc1)c1ccc(OCc2ccccc2)cc1,COC(=O)C1=C(C[C@@H]2CC[C@H]1N2C(=O)NCCCC1=CC=CC=C1)C1=CC=C(OCC2=CC=CC=C2)C=C1
85148901,10.8216,10.82958,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1cccc(OCc2ccccc2)c1,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=CC(OCC2=CC=CC=C2)=CC=C1
85148900,11.7685,2.84208,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1cc(F)ccc1OC,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=C(OC)C=CC(F)=C1
85148899,10.0943,4.66488,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1ccccc1C(F)(F)F,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=CC=CC=C1C(F)(F)F
85148898,-19.1707,-57.63672,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1ccnc2ccc(Cl)cc12,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=C2C=C(Cl)C=CC2=NC=C1
85148897,12.3361,-2.89462,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)\C=C\Cc1ccccc1,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)\C=C\CC1=CC=CC=C1
85148896,23.9829,21.21468,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1ccc(C)c(c1)[N+]([O-])=O,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=CC(=C(C)C=C1)[N+]([O-])=O
85148895,17.04,13.63948,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1cc2ccccc2c2ccccc12,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=CC2=CC=CC=C2C2=CC=CC=C12
85148894,14.8573,-14.39432,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1cccc(c1)C(F)(F)F,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=CC(=CC=C1)C(F)(F)F
85148893,18.115,8.21558,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1ccc(Cl)c(Cl)c1,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=CC(Cl)=C(Cl)C=C1
85148892,20.18532,21.69198,CCCOc1ccc(cc1)C1=CC(=O)C[C@@H](C1)c1ccc(OC)cc1,CCCOC1=CC=C(C=C1)C1=CC(=O)C[C@@H](C1)C1=CC=C(OC)C=C1
85148891,14.4689,16.07298,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1ccc(C=C)cc1,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=CC=C(C=C)C=C1
85148890,16.1842,16.48218,COc1ccc(cc1)[C@H]1CC(=O)C=C(C1)c1ccc(C)c2ccccc12,COC1=CC=C(C=C1)[C@H]1CC(=O)C=C(C1)C1=CC=C(C)C2=CC=CC=C12
